Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/25/20,9/19/20,9/19/20,By week,Texas,Week-ending,12,820,0.23,43,,0,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Utah,Week-ending,0,362,0.98,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Utah,Week-ending,0,312,0.8,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Utah,Week-ending,0,366,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Utah,Week-ending,0,395,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Utah,Week-ending,0,403,1,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Utah,Week-ending,0,405,1.09,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Utah,Week-ending,,394,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Utah,Week-ending,11,408,1.14,33,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Utah,Week-ending,,380,1,16,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Utah,Week-ending,,387,1.02,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Utah,Week-ending,16,404,1.14,19,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Utah,Week-ending,12,379,1.06,13,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Utah,Week-ending,18,371,1.02,21,11,0,28,
9/25/20,5/16/20,5/16/20,By week,Utah,Week-ending,17,403,1.13,19,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,Utah,Week-ending,15,374,1,24,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,Utah,Week-ending,12,390,1.11,20,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,Utah,Week-ending,12,402,1.09,19,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,Utah,Week-ending,20,387,1.09,22,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Utah,Week-ending,14,400,1.15,23,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Utah,Week-ending,13,383,1.09,26,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Utah,Week-ending,21,438,1.25,25,,0,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Utah,Week-ending,36,407,1.2,26,,0,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,Utah,Week-ending,29,432,1.2,19,,0,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Utah,Week-ending,44,434,1.28,30,17,0,57,
9/25/20,8/1/20,8/1/20,By week,Utah,Week-ending,25,434,1.24,30,16,0,39,
9/25/20,8/8/20,8/8/20,By week,Utah,Week-ending,28,449,1.32,25,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/15/20,8/15/20,By week,Utah,Week-ending,31,448,1.31,25,,0,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,Utah,Week-ending,18,418,1.18,24,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,Utah,Week-ending,12,373,1.09,18,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Utah,Week-ending,18,357,1.01,29,10,0,37,
9/25/20,9/12/20,9/12/20,By week,Utah,Week-ending,10,357,1.05,20,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Utah,Week-ending,0,292,0.83,11,0,0,11,
9/25/20,2/1/20,2/1/20,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Vermont,Week-ending,0,137,1.31,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Vermont,Week-ending,0,137,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Vermont,Week-ending,,135,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Vermont,Week-ending,,106,0.93,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Vermont,Week-ending,10,148,1.25,13,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Vermont,Week-ending,,109,0.91,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Vermont,Week-ending,10,129,1.14,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Vermont,Week-ending,11,120,1.06,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Vermont,Week-ending,,121,1.06,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Vermont,Week-ending,,112,1.22,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,Vermont,Week-ending,,103,1.05,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,Vermont,Week-ending,0,103,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,Vermont,Week-ending,,131,1.33,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,Vermont,Week-ending,0,127,1.13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,Vermont,Week-ending,0,103,0.9,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Vermont,Week-ending,,90,0.87,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Vermont,Week-ending,0,124,1.27,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Vermont,Week-ending,0,107,0.82,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Vermont,Week-ending,,112,1.22,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,Vermont,Week-ending,0,86,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Vermont,Week-ending,0,115,1.17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,Vermont,Week-ending,,121,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,Vermont,Week-ending,0,102,1.03,0,0,0,0,
9/25/20,8/15/20,8/15/20,By week,Vermont,Week-ending,0,104,0.99,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,Vermont,Week-ending,0,117,1.27,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,Vermont,Week-ending,0,100,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Vermont,Week-ending,0,115,1.18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,Vermont,Week-ending,0,104,1.05,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Vermont,Week-ending,0,44,0.45,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Virginia,Week-ending,0,"1,422",1.01,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Virginia,Week-ending,0,"1,524",1.04,62,0,11,73,
9/25/20,2/15/20,2/15/20,By week,Virginia,Week-ending,0,"1,376",0.99,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Virginia,Week-ending,0,"1,443",1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Virginia,Week-ending,0,"1,386",0.99,65,0,17,82,
9/25/20,3/7/20,3/7/20,By week,Virginia,Week-ending,0,"1,479",1.08,73,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Virginia,Week-ending,,"1,435",1.06,65,0,18,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Virginia,Week-ending,,"1,453",1.04,73,,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Virginia,Week-ending,28,"1,517",1.12,102,,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Virginia,Week-ending,57,"1,467",1.08,108,26,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Virginia,Week-ending,102,"1,619",1.2,137,35,,207,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Virginia,Week-ending,195,"1,599",1.23,143,71,,269,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Virginia,Week-ending,220,"1,629",1.27,129,66,,284,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Virginia,Week-ending,251,"1,668",1.3,163,101,,315,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Virginia,Week-ending,234,"1,590",1.25,118,65,,289,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,Virginia,Week-ending,199,"1,565",1.26,108,61,0,246,
9/25/20,5/23/20,5/23/20,By week,Virginia,Week-ending,167,"1,462",1.17,102,58,0,211,
9/25/20,5/30/20,5/30/20,By week,Virginia,Week-ending,159,"1,443",1.13,100,49,,211,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,Virginia,Week-ending,103,"1,408",1.12,89,36,0,156,
9/25/20,6/13/20,6/13/20,By week,Virginia,Week-ending,109,"1,421",1.12,105,45,0,169,
9/25/20,6/20/20,6/20/20,By week,Virginia,Week-ending,86,"1,290",1.05,75,33,0,128,
9/25/20,6/27/20,6/27/20,By week,Virginia,Week-ending,79,"1,453",1.18,60,21,0,118,
9/25/20,7/4/20,7/4/20,By week,Virginia,Week-ending,55,"1,388",1.12,64,21,0,98,
9/25/20,7/11/20,7/11/20,By week,Virginia,Week-ending,67,"1,478",1.17,74,29,0,112,
9/25/20,7/18/20,7/18/20,By week,Virginia,Week-ending,95,"1,380",1.13,99,33,,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Virginia,Week-ending,88,"1,451",1.2,83,37,0,134,
9/25/20,8/1/20,8/1/20,By week,Virginia,Week-ending,102,"1,446",1.19,88,38,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,Virginia,Week-ending,87,"1,487",1.18,81,33,0,135,
9/25/20,8/15/20,8/15/20,By week,Virginia,Week-ending,97,"1,419",1.16,88,34,0,151,
9/25/20,8/22/20,8/22/20,By week,Virginia,Week-ending,119,"1,407",1.15,94,55,0,158,
9/25/20,8/29/20,8/29/20,By week,Virginia,Week-ending,101,"1,376",1.11,106,51,0,156,
9/25/20,9/5/20,9/5/20,By week,Virginia,Week-ending,92,"1,288",1.05,89,36,0,145,
9/25/20,9/12/20,9/12/20,By week,Virginia,Week-ending,48,986,0.8,43,13,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Virginia,Week-ending,,470,0.37,14,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Washington,Week-ending,0,"1,198",1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Washington,Week-ending,0,"1,175",0.99,72,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Washington,Week-ending,0,"1,179",0.97,85,0,11,96,
9/25/20,2/22/20,2/22/20,By week,Washington,Week-ending,0,"1,116",0.95,69,0,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Washington,Week-ending,,"1,134",0.96,81,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Washington,Week-ending,21,"1,208",1.05,100,14,16,122,
9/25/20,3/14/20,3/14/20,By week,Washington,Week-ending,26,"1,164",1,90,16,,108,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Washington,Week-ending,62,"1,223",1.03,120,26,17,172,
9/25/20,3/28/20,3/28/20,By week,Washington,Week-ending,117,"1,293",1.17,165,58,,231,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Washington,Week-ending,155,"1,305",1.14,160,83,,240,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Washington,Week-ending,142,"1,304",1.16,141,83,0,200,
9/25/20,4/18/20,4/18/20,By week,Washington,Week-ending,118,"1,249",1.16,129,68,,183,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Washington,Week-ending,105,"1,230",1.19,107,51,,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Washington,Week-ending,78,"1,154",1.06,96,41,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,Washington,Week-ending,86,"1,210",1.12,88,44,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,Washington,Week-ending,69,"1,138",1.04,94,34,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,Washington,Week-ending,45,"1,113",1.1,70,22,0,93,
9/25/20,5/30/20,5/30/20,By week,Washington,Week-ending,35,"1,053",1,65,19,0,81,
9/25/20,6/6/20,6/6/20,By week,Washington,Week-ending,33,"1,052",0.99,47,17,0,63,
9/25/20,6/13/20,6/13/20,By week,Washington,Week-ending,42,"1,095",1.07,64,24,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Washington,Week-ending,31,"1,126",1.09,61,14,0,78,
9/25/20,6/27/20,6/27/20,By week,Washington,Week-ending,38,"1,081",1.03,55,18,0,75,
9/25/20,7/4/20,7/4/20,By week,Washington,Week-ending,44,"1,120",1.05,74,22,0,96,
9/25/20,7/11/20,7/11/20,By week,Washington,Week-ending,54,"1,155",1.08,83,28,0,109,
9/25/20,7/18/20,7/18/20,By week,Washington,Week-ending,49,"1,174",1.13,69,26,0,92,
9/25/20,7/25/20,7/25/20,By week,Washington,Week-ending,70,"1,171",1.15,79,32,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,Washington,Week-ending,92,"1,224",1.18,87,38,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,Washington,Week-ending,78,"1,221",1.18,86,32,0,132,
9/25/20,8/15/20,8/15/20,By week,Washington,Week-ending,73,"1,158",1.12,76,33,0,116,
9/25/20,8/22/20,8/22/20,By week,Washington,Week-ending,50,"1,175",1.17,80,25,0,105,
9/25/20,8/29/20,8/29/20,By week,Washington,Week-ending,43,"1,089",1.07,64,24,0,83,
9/25/20,9/5/20,9/5/20,By week,Washington,Week-ending,38,"1,165",1.11,59,15,0,82,
9/25/20,9/12/20,9/12/20,By week,Washington,Week-ending,25,893,0.89,56,12,0,69,
9/25/20,9/19/20,9/19/20,By week,Washington,Week-ending,,208,0.2,18,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,West Virginia,Week-ending,0,478,1.01,33,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,West Virginia,Week-ending,0,480,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,West Virginia,Week-ending,0,473,1.02,35,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,West Virginia,Week-ending,0,465,1.07,26,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,West Virginia,Week-ending,0,455,1.01,42,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,West Virginia,Week-ending,0,483,1.07,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,West Virginia,Week-ending,0,470,1.03,36,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,West Virginia,Week-ending,0,468,0.99,37,0,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,West Virginia,Week-ending,,488,1.03,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,West Virginia,Week-ending,,452,0.98,44,0,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,West Virginia,Week-ending,,493,1.06,47,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,West Virginia,Week-ending,11,366,0.84,23,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,West Virginia,Week-ending,16,425,1.01,27,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,West Virginia,Week-ending,16,452,1.03,34,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/9/20,5/9/20,By week,West Virginia,Week-ending,,438,1.06,24,0,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/16/20,5/16/20,By week,West Virginia,Week-ending,14,468,1.13,39,,0,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/23/20,5/23/20,By week,West Virginia,Week-ending,,427,1.05,31,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,West Virginia,Week-ending,,404,0.93,31,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/6/20,6/6/20,By week,West Virginia,Week-ending,,388,0.93,24,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,West Virginia,Week-ending,,438,1.06,28,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,West Virginia,Week-ending,,410,1.01,27,0,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,West Virginia,Week-ending,,448,1.07,33,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,West Virginia,Week-ending,,412,1,29,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,West Virginia,Week-ending,,420,1.04,16,0,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,West Virginia,Week-ending,,411,1.09,27,,0,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,West Virginia,Week-ending,,468,1.13,37,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,West Virginia,Week-ending,17,421,1.1,27,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,West Virginia,Week-ending,18,417,1.1,34,,0,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/15/20,8/15/20,By week,West Virginia,Week-ending,14,328,0.79,23,,0,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,West Virginia,Week-ending,24,217,0.54,17,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,West Virginia,Week-ending,16,90,0.23,,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,West Virginia,Week-ending,13,28,0.07,,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,West Virginia,Week-ending,,,0.01,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,West Virginia,Week-ending,,,0,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Wisconsin,Week-ending,0,"1,176",1.05,65,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Wisconsin,Week-ending,0,"1,054",0.95,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Wisconsin,Week-ending,0,"1,125",1.04,76,0,12,88,
9/25/20,2/22/20,2/22/20,By week,Wisconsin,Week-ending,0,"1,161",1.13,57,0,14,71,
9/25/20,2/29/20,2/29/20,By week,Wisconsin,Week-ending,0,"1,136",1.09,55,0,16,71,
9/25/20,3/7/20,3/7/20,By week,Wisconsin,Week-ending,0,"1,116",1.06,62,0,16,78,
9/25/20,3/14/20,3/14/20,By week,Wisconsin,Week-ending,0,"1,105",1.05,56,0,32,88,
